,C1_merit,C2_merit,C3_structural_bias
0,0.6968790312533293,0.10851626272542794,0.6537602005987322
1,0.5548899553463946,0.3229457094086963,0.6738708791736172
2,0.7306387805539122,0.33974497816904664,0.7256111979080898
3,0.9263759808808861,0.24067865809106642,0.7227135166589752
4,0.5334479664827368,0.3788549450850032,0.48183064548296917
5,0.5334516377011309,0.5007225531895897,0.5254054799383868
6,0.9389391889577767,0.8202211719221216,0.6693385565602716
7,0.7574155174634685,0.451255859269873,0.6692147883374491
8,0.48082726305045337,0.4691419649449678,0.6693397869049146
9,0.707130742305822,0.3975746932927797,1.0
10,0.4821816149246781,0.0,0.6748720665617287
11,0.481664609397518,0.40790723399627454,0.7308137343741612
12,0.6399133436875506,0.4266063502274099,0.7128264253074355
13,0.15797432478338433,0.9446151420467859,0.6828471755311895
14,0.20009450171202203,0.3721561624844685,0.587081313838809
15,0.4600730904273714,0.4786262324692113,0.693504792100356
16,0.3593259426560032,0.4061400428747777,0.5417518088952844
17,0.656077181924603,0.16169493805266852,0.5948533216640479
18,0.3827621007548252,0.6599770158217878,0.5702302812558618
19,0.2699989076158876,0.5757142856184945,0.6264258184981375
20,0.9135448564024506,0.5841427005446536,0.8476250146473493
21,0.5353211844192708,0.21758929354753861,0.43332699169370575
22,0.6009077179067488,0.716018153456593,0.6863015982682501
23,0.26721616609710064,0.11143065225087158,0.4585448786452385
24,0.46407682734024414,0.5401294482855998,0.5715609414099712
25,0.6106112418424529,0.8858115222071516,0.7261956396036975
26,0.3284310997243662,0.20009631807133485,0.6246827907262987
27,0.6698183191648907,0.2915479343034012,0.5115438042674625
28,0.45149729414840106,0.43510422946304783,0.5474503933950687
29,0.5205812233205,0.30509026731803585,0.6856415584216474
30,0.4512584934441843,0.0793516954152018,0.5459581282670681
31,1.0,0.4284026149299124,0.639758933792941
32,0.5827894246428408,0.18462567549191944,0.6228293945148087
33,0.34929025953782783,0.5157133847364116,0.5537614067726662
34,0.769738839457516,0.21542570043945516,0.8307125421762244
35,0.3128117551814161,0.747736624048693,0.6811162233802336
36,0.6325120681517852,0.24477958962268434,0.4176862732120157
37,0.14760097110692935,0.34419707253131265,0.6367864473368082
38,0.28880866038513553,0.5889897708830457,0.5527522807232786
39,0.6298281914451875,0.14828966148192183,0.7027641664940277
40,0.7509378792026501,0.4626554715560651,0.5398005976632027
41,0.6241276498706062,0.6953988850936896,0.6069478510295081
42,0.5599471782907838,0.06710325098230269,0.6683431147738491
43,0.5184770424634813,0.45342360553790567,0.7040839466522489
44,0.2551916750147162,0.46964475293827035,0.499402765697748
45,0.42484145834812365,0.5821575327029432,0.5851760242183996
46,0.4828030163963026,0.14697763892006924,0.5712624030980435
47,0.8221932429741025,0.12897656640527294,0.5535901282737395
48,0.6626448930203989,0.5261358370642064,0.7932160201940548
49,0.19156987641615367,0.4776426740000747,0.6584356866379245
50,0.6582767761942927,0.467620595883093,0.19619413662959811
51,0.4996983869405707,0.48830535387776947,0.4120398027454118
52,0.4344393976518342,0.26703220816479173,0.5313477470154532
53,0.7225859939435121,0.46368884602571553,0.42339341150030335
54,0.8163518816847808,0.4767993348725061,0.17058624663934002
55,0.7940533834560295,0.25963252340447546,0.2731358813725093
56,0.39814810119762106,0.8158211606295722,0.4466196761915451
57,0.5166638407561917,0.5157652263762709,0.25100041291253244
58,0.6598821931488674,0.15681764761120245,0.36507699574907326
59,0.8039515895139033,0.5551536799195455,0.3978503921830203
60,0.47865825558238695,0.20351405005281653,0.22927849579759063
61,0.5442919167329858,0.583291785685733,0.31521124951221385
62,0.3384173186088096,0.6633770949764937,0.0
63,0.31832090043858935,0.23671114663048629,0.21962353433082582
64,0.7674984464491579,0.6212943274278403,0.2960867381497019
65,0.8890797019767871,0.5026044635836191,0.19749201397136282
66,0.5697052135226579,0.5908313428631846,0.4828293251992818
67,0.8102100029799109,0.8225077030197899,0.17942601267158778
68,0.6666738826558306,0.36072528671189424,0.2775136891086034
69,0.44155077513099733,0.2511424926886492,0.3340606605869176
70,0.6666201218581547,0.22187325142007436,0.4638935180854807
71,0.9297316678014356,0.2377613936664892,0.17885926273286243
72,0.5777964241750336,0.39700219323257063,0.43634154967582967
73,0.9356813437380238,0.48716366326648036,0.3221221297541511
74,0.0,0.47326799525179897,0.22387150295113367
75,0.7695951891036363,0.5919357090804216,0.36688837362058546
76,0.6052723784397139,0.4164255084456297,0.34082895127459145
77,0.5189458112931887,0.7269559457203857,0.26164560816784843
78,0.6063264222121041,0.35657159736716487,0.32802355940253963
79,0.14136245468590694,1.0,0.28293581078238794
80,0.5366862069728401,0.5484956377102924,0.3323543762566262
81,0.6656623822131963,0.22884830833944503,0.3867048213547519
82,0.9162830522994132,0.18277422157616324,0.4782330805826221
83,0.4699159083481872,0.5176276116669136,0.19847950003166043
84,0.4050183517188517,0.3654516528369301,0.5324253355733719
85,0.47360845948744695,0.567537302197285,0.12771742519155116
86,0.7905028649570304,0.5156369004463738,0.30607119109522996
87,0.6593204067757317,0.3979232649441007,0.37939221222190767
88,0.4673466047574199,0.2310824043817956,0.34894587040006037
89,0.7005805504614974,0.08707246857281806,0.2594182805211118
90,0.6075153187069173,0.3173690847547858,0.30048993868313184
91,0.8024086331954373,0.5982336010303833,0.2722673592001174
92,0.42881977271931976,0.45977416906592966,0.26272071431721233
93,0.5125382426642517,0.14508322616404068,0.4052773836904398
94,0.4981273144611958,0.4509547372752661,0.3564774363834659
95,0.25854743621425397,0.49668424367415787,0.2524626550432924
96,0.6520237469666696,0.22309270952013446,0.4102306018600361
97,0.644182775973946,0.4467607148684222,0.35155213711187155
98,0.5869510043528217,0.4261705844428529,0.4016375994187954
99,0.5333509726560463,0.16723666475587795,0.3834849049328769
